,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division,Price
6190,Cilangkap,3,2,78,SHM - Sertifikat Hak Milik,EAST,900000000.0
20211,Tambora,2,1,78,SHM - Sertifikat Hak Milik,WEST,1850000000.0
5998,Cipayung,4,4,160,SHM - Sertifikat Hak Milik,EAST,1975000000.0
6855,Ciracas,3,2,130,SHM - Sertifikat Hak Milik,EAST,3600000000.0
4710,Cilandak,3,3,150,SHM - Sertifikat Hak Milik,SOUTH,3950000000.0
2342,Cengkareng,3,2,110,SHM - Sertifikat Hak Milik,WEST,2000000000.0
1101,Sawah Besar,4,2,100,SHGB - Hak Guna Bangunan,CENTRAL,550000000.0
6796,Cipinang,4,2,258,SHM - Sertifikat Hak Milik,EAST,3200000000.0
22678,Kelapa Gading,4,3,150,SHM - Sertifikat Hak Milik,NORTH,2100000000.0
739,Kemayoran,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL,2912389990.0
17235,Cibubur,3,3,135,SHM - Sertifikat Hak Milik,EAST,1366000000.0
12034,Cengkareng,4,4,160,SHM - Sertifikat Hak Milik,WEST,4970000000.0
19224,Kelapa Gading,4,3,216,SHM - Sertifikat Hak Milik,NORTH,4200000000.0
4909,Jagakarsa,4,3,120,SHM - Sertifikat Hak Milik,SOUTH,1200000000.0
14402,Sunter,3,3,207,SHM - Sertifikat Hak Milik,NORTH,3200000000.0
14114,Pantai Indah Kapuk,2,2,80,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1100000000.0
2296,Kembangan,5,4,160,SHM - Sertifikat Hak Milik,WEST,3750000000.0
22096,Pantai Indah Kapuk,3,2,180,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2900000000.0
3436,Jelambar,3,3,116,SHM - Sertifikat Hak Milik,WEST,1950000000.0
14220,Kelapa Gading,3,2,120,SHM - Sertifikat Hak Milik,NORTH,2450000000.0
11761,Kali Deres,3,3,180,SHM - Sertifikat Hak Milik,WEST,4000000000.0
17411,Cipayung,4,2,150,SHM - Sertifikat Hak Milik,EAST,990000000.0
21018,Lubang Buaya,3,2,120,SHM - Sertifikat Hak Milik,EAST,1300000000.0
18055,Cakung,4,2,90,SHM - Sertifikat Hak Milik,EAST,1650000000.0
7109,Pondok Bambu,3,3,91,SHM - Sertifikat Hak Milik,EAST,1300000000.0
16933,Kembangan,5,2,180,SHM - Sertifikat Hak Milik,WEST,1600000000.0
21533,Cakung,4,3,100,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2000000000.0
18492,Muara Karang,4,3,150,SHM - Sertifikat Hak Milik,NORTH,4100000000.0
16281,Duri Kepa,4,4,145,SHM - Sertifikat Hak Milik,WEST,2400000000.0
14144,Penjaringan,4,4,130,SHGB - Hak Guna Bangunan,NORTH,2550000000.0
21167,Cililitan,2,1,30,AJB - Akta Jual Beli,EAST,285000000.0
16450,Jelambar,3,2,150,SHM - Sertifikat Hak Milik,WEST,3300000000.0
22162,Kelapa Gading,4,4,108,SHM - Sertifikat Hak Milik,NORTH,3350000000.0
1176,Cempaka Putih,4,4,250,SHM - Sertifikat Hak Milik,CENTRAL,4500000000.0
19519,Senen,4,2,144,SHM - Sertifikat Hak Milik,CENTRAL,2500000000.0
10777,Johar Baru,2,2,271,SHM - Sertifikat Hak Milik,CENTRAL,2000000000.0
18837,Kelapa Gading,4,3,180,SHM - Sertifikat Hak Milik,NORTH,4700000000.0
13946,Kapuk Muara,3,3,126,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2650000000.0
4141,Kebagusan,4,4,200,SHM - Sertifikat Hak Milik,SOUTH,2700000000.0
20176,Grogol Petamburan,5,3,86,SHM - Sertifikat Hak Milik,WEST,2200000000.0
9927,Cempaka Putih,2,2,38,SHM - Sertifikat Hak Milik,CENTRAL,440000000.0
10893,Cempaka Putih,2,2,277,SHM - Sertifikat Hak Milik,CENTRAL,6200000000.0
1033,Sawah Besar,4,3,280,SHGB - Hak Guna Bangunan,CENTRAL,2600000000.0
13106,Pondok Kelapa,4,3,140,SHM - Sertifikat Hak Milik,EAST,1400000000.0
9129,Pantai Indah Kapuk,3,3,120,SHGB - Hak Guna Bangunan,NORTH,3500000000.0
7776,Pulo Gebang,2,1,60,SHM - Sertifikat Hak Milik,EAST,750000000.0
19184,Kamal,3,3,200,SHM - Sertifikat Hak Milik,NORTH,5300000000.0
11007,Cengkareng,3,3,100,SHM - Sertifikat Hak Milik,WEST,2600000000.0
17793,Pulo Gebang,4,2,150,SHM - Sertifikat Hak Milik,EAST,1400000000.0
16448,Cengkareng,4,2,150,SHM - Sertifikat Hak Milik,WEST,1900000000.0
16026,Duri Kepa,3,2,144,SHM - Sertifikat Hak Milik,WEST,1730000000.0
1947,Kemayoran,4,3,150,AJB - Akta Jual Beli,CENTRAL,2400000000.0
6043,Jakarta Garden City/JGC,3,3,115,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2650000000.0
19963,Joglo,3,4,147,SHM - Sertifikat Hak Milik,WEST,1900000000.0
6342,Cipayung,3,2,80,SHM - Sertifikat Hak Milik,EAST,899000000.0
19,Kemayoran,2,2,37,SHM - Sertifikat Hak Milik,CENTRAL,416005000.0
17624,Cipayung,3,2,80,SHM - Sertifikat Hak Milik,EAST,1078350000.0
21011,Makasar,5,4,178,SHM - Sertifikat Hak Milik,EAST,2900000000.0
3053,Cengkareng,3,3,160,SHM - Sertifikat Hak Milik,WEST,3300000000.0
7764,Duren Sawit,3,2,120,SHM - Sertifikat Hak Milik,EAST,2350000000.0
15511,Cempaka Putih,2,2,75,SHM - Sertifikat Hak Milik,CENTRAL,600000000.0
9076,Koja,3,1,214,SHM - Sertifikat Hak Milik,NORTH,2400000000.0
20295,Kali Deres,3,3,144,SHM - Sertifikat Hak Milik,WEST,2450000000.0
17116,Cengkareng,2,1,31,SHGB - Hak Guna Bangunan,WEST,450000000.0
21450,Kota Wisata Cibubur,4,2,130,SHGB - Hak Guna Bangunan,EAST,1250000000.0
13523,Pondok Kopi,4,4,200,SHM - Sertifikat Hak Milik,EAST,2500000000.0
6708,Cipayung,3,2,70,SHM - Sertifikat Hak Milik,EAST,1400000000.0
3231,Kali Deres,2,1,60,SHM - Sertifikat Hak Milik,WEST,900000000.0
19947,Tomang,4,4,140,SHM - Sertifikat Hak Milik,WEST,2300000000.0
18686,Kelapa Gading,4,4,165,SHM - Sertifikat Hak Milik,NORTH,2900000000.0
6382,Pasar Rebo,4,4,130,SHM - Sertifikat Hak Milik,EAST,1650000000.0
11122,Puri Indah,2,2,63,SHM - Sertifikat Hak Milik,WEST,1264700000.0
11913,Duri Kosambi,4,4,210,SHM - Sertifikat Hak Milik,WEST,3250000000.0
14426,Pantai Indah Kapuk,4,3,100,SHM - Sertifikat Hak Milik,NORTH,2200000000.0
4184,Jagakarsa,4,4,110,SHM - Sertifikat Hak Milik,SOUTH,1490000000.0
7865,Condet,3,2,80,AJB - Akta Jual Beli,EAST,650000000.0
12794,Cipayung,3,2,75,SHM - Sertifikat Hak Milik,EAST,1071000000.0
19903,Jl. Kembangan Raya,3,2,250,SHM - Sertifikat Hak Milik,WEST,5500000000.0
12043,Cengkareng,5,4,240,SHM - Sertifikat Hak Milik,WEST,3000000000.0
9736,Pantai Indah Kapuk,3,3,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2900000000.0
20854,Senen,2,2,57,SHM - Sertifikat Hak Milik,EAST,750000000.0
2456,Kembangan,4,4,170,SHM - Sertifikat Hak Milik,WEST,2300000000.0
14915,Pantai Indah Kapuk,3,2,200,SHM - Sertifikat Hak Milik,NORTH,5000000000.0
14990,Kelapa Gading,3,2,120,SHM - Sertifikat Hak Milik,NORTH,1800000000.0
3949,Green Ville,2,2,150,SHGB - Hak Guna Bangunan,WEST,1750000000.0
18614,Sunter,3,3,90,SHM - Sertifikat Hak Milik,NORTH,4000000000.0
398,Menteng,2,3,42,SHM - Sertifikat Hak Milik,CENTRAL,850000000.0
12495,Jakarta Garden City/JGC,4,4,165,Sertifikat Belum Pecah,EAST,4200000000.0
9937,Kemayoran,3,2,190,SHM - Sertifikat Hak Milik,CENTRAL,2690000000.0
13879,Pantai Indah Kapuk,4,4,205,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5500000000.0
16181,Kelapa Dua,4,3,250,SHM - Sertifikat Hak Milik,WEST,5000000000.0
12072,Duri Kosambi,4,4,280,SHM - Sertifikat Hak Milik,WEST,5800000000.0
3968,Jakarta Garden City/JGC,3,2,79,PPJB - Perjanjian Pengikatan Jual Beli,SOUTH,2075000000.0
21175,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST,975000000.0
12574,Pisangan Lama,2,2,58,SHM - Sertifikat Hak Milik,EAST,796620000.0
15023,Kelapa Gading,5,3,280,SHM - Sertifikat Hak Milik,NORTH,6700000000.0
3297,Meruya,4,4,170,SHM - Sertifikat Hak Milik,WEST,2300000000.0
5973,Jakarta Garden City/JGC,4,2,200,SHM - Sertifikat Hak Milik,EAST,2400000000.0
16964,Cengkareng,4,3,120,SHM - Sertifikat Hak Milik,WEST,4000000000.0
13062,Pondok Kelapa,4,4,300,SHM - Sertifikat Hak Milik,EAST,115000000.0
9844,Pantai Indah Kapuk,4,3,240,SHM - Sertifikat Hak Milik,NORTH,4800000000.0
6022,Cakung,2,2,69,SHM - Sertifikat Hak Milik,EAST,1750000000.0
12048,Permata Buana,4,2,200,SHM - Sertifikat Hak Milik,WEST,4500000000.0
22333,Muara Karang,4,3,90,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3750000000.0
16886,Kali Deres,3,2,90,SHM - Sertifikat Hak Milik,WEST,1400000000.0
17466,Cakung,4,2,90,SHM - Sertifikat Hak Milik,EAST,1650000000.0
22212,Penjaringan,2,2,62,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1270000000.0
7418,Jakarta Garden City/JGC,2,2,58,Sertifikat Belum Pecah,EAST,1475000000.0
7375,Cakung,3,2,180,SHM - Sertifikat Hak Milik,EAST,1600000000.0
20992,Kramat Jati,4,3,150,AJB - Akta Jual Beli,EAST,1200000000.0
7967,Pantai Indah Kapuk,2,1,96,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2100000000.0
17774,Cakung,4,4,150,SHM - Sertifikat Hak Milik,EAST,2000000000.0
10859,Cempaka Putih,3,2,200,SHM - Sertifikat Hak Milik,CENTRAL,2600000000.0
19716,Cempaka Putih,3,3,114,SHM - Sertifikat Hak Milik,CENTRAL,4200000000.0
7276,Condet,4,3,100,SHM - Sertifikat Hak Milik,EAST,2200000000.0
16368,Taman Palem,3,3,140,SHM - Sertifikat Hak Milik,WEST,1750000000.0
2432,Kembangan,4,3,351,SHM - Sertifikat Hak Milik,WEST,1900000000.0
12210,Cengkareng,5,4,90,SHM - Sertifikat Hak Milik,WEST,2900000000.0
19856,Kali Deres,4,3,250,SHM - Sertifikat Hak Milik,WEST,5300000000.0
16497,Kali Deres,4,2,248,SHM - Sertifikat Hak Milik,WEST,4500000000.0
15102,Kelapa Gading,3,3,169,SHM - Sertifikat Hak Milik,NORTH,3250000000.0
15889,Kemayoran,2,3,150,SHM - Sertifikat Hak Milik,CENTRAL,4200000000.0
10013,Sawah Besar,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL,2912839999.0
9415,Pantai Indah Kapuk,3,3,150,Sertifikat Belum Pecah,NORTH,4200000000.0
17834,Condet,4,2,120,SHM - Sertifikat Hak Milik,EAST,1800000000.0
20449,Kali Deres,3,2,288,SHGB - Hak Guna Bangunan,WEST,3800000000.0
7664,Cakung,4,3,75,SHM - Sertifikat Hak Milik,EAST,1800000000.0
12713,Cijantung,3,2,120,SHM - Sertifikat Hak Milik,EAST,2500000000.0
9618,Kelapa Gading,5,3,140,SHM - Sertifikat Hak Milik,NORTH,2300000000.0
16617,Daan Mogot,4,2,180,SHM - Sertifikat Hak Milik,WEST,2100000000.0
2722,Jl. Taman Palem Lestari,2,1,75,SHM - Sertifikat Hak Milik,WEST,1650000000.0
10812,Petojo Utara,5,4,240,SHM - Sertifikat Hak Milik,CENTRAL,6800000000.0
1750,Johar Baru,2,2,45,SHM - Sertifikat Hak Milik,CENTRAL,500000000.0
6293,Cakung,2,1,38,SHM - Sertifikat Hak Milik,EAST,687000000.0
15325,Sunter,5,4,270,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
329,Cempaka Putih,4,1,100,SHM - Sertifikat Hak Milik,CENTRAL,5800000000.0
21664,Kayu Putih,3,4,200,SHM - Sertifikat Hak Milik,EAST,3800000000.0
15787,Cideng,4,2,240,SHGB - Hak Guna Bangunan,CENTRAL,7000000000.0
11851,Tomang,4,3,250,SHM - Sertifikat Hak Milik,WEST,3800000000.0
8940,Kelapa Gading,4,3,150,SHM - Sertifikat Hak Milik,NORTH,3700000000.0
20012,Kali Deres,3,2,79,SHM - Sertifikat Hak Milik,WEST,2150000000.0
13203,Pondok Kelapa,2,1,100,SHM - Sertifikat Hak Milik,EAST,1350000000.0
12797,Ciracas,4,4,284,SHM - Sertifikat Hak Milik,EAST,3300000000.0
22491,Tanjung Priok,2,1,117,SHM - Sertifikat Hak Milik,NORTH,1500000000.0
18418,Kamal,5,4,209,Sertifikat Belum Pecah,NORTH,5200000000.0
18508,Kelapa Gading,3,2,150,SHM - Sertifikat Hak Milik,NORTH,3850000000.0
7734,Rawamangun,4,4,135,SHM - Sertifikat Hak Milik,EAST,2600000000.0
18190,Makasar,3,2,70,SHM - Sertifikat Hak Milik,EAST,800000000.0
3255,Cengkareng,2,3,90,SHM - Sertifikat Hak Milik,WEST,1600000000.0
12188,Puri Indah,3,3,200,SHM - Sertifikat Hak Milik,WEST,3300000000.0
6550,Condet,3,3,110,SHM - Sertifikat Hak Milik,EAST,1650000000.0
11908,Mangga Besar,3,2,160,SHM - Sertifikat Hak Milik,WEST,5000000000.0
86,Cempaka Putih,3,2,67,SHM - Sertifikat Hak Milik,CENTRAL,1501888000.0
12270,Taman Sari,2,2,45,SHM - Sertifikat Hak Milik,WEST,637100000.0
10586,Cempaka Putih,3,3,247,SHM - Sertifikat Hak Milik,CENTRAL,6900000000.0
13011,Kalisari,3,3,100,SHM - Sertifikat Hak Milik,EAST,1850000000.0
419,Cempaka Putih,3,2,100,SHM - Sertifikat Hak Milik,CENTRAL,4500000000.0
7596,Duren Sawit,3,2,200,SHGB - Hak Guna Bangunan,EAST,1400000000.0
6630,Duren Sawit,5,3,158,SHM - Sertifikat Hak Milik,EAST,1400000000.0
11425,Cengkareng,4,3,240,SHM - Sertifikat Hak Milik,WEST,5000000000.0
11393,Puri Indah,3,2,129,SHM - Sertifikat Hak Milik,WEST,1800000000.0
16768,Kali Deres,3,2,150,SHM - Sertifikat Hak Milik,WEST,4200000000.0
17398,Condet,3,3,180,SHM - Sertifikat Hak Milik,EAST,2650000000.0
13811,Ciracas,3,2,120,SHM - Sertifikat Hak Milik,EAST,3000000000.0
11112,Jelambar,3,3,108,SHM - Sertifikat Hak Milik,WEST,1398000000.0
4601,Ciganjur,4,3,135,SHM - Sertifikat Hak Milik,SOUTH,1800000000.0
573,Sawah Besar,3,2,50,SHM - Sertifikat Hak Milik,CENTRAL,650000000.0
8714,Pantai Indah Kapuk,3,4,104,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2500000000.0
7421,Jakarta Garden City/JGC,4,3,127,PPJB - Perjanjian Pengikatan Jual Beli,EAST,3000000000.0
15829,Kemayoran,2,3,150,SHM - Sertifikat Hak Milik,CENTRAL,2000000000.0
3962,Tanjung Duren,3,2,104,SHM - Sertifikat Hak Milik,WEST,1450000000.0
11176,Kali Deres,3,2,90,SHM - Sertifikat Hak Milik,WEST,1800000000.0
21503,Cawang,3,3,100,SHM - Sertifikat Hak Milik,EAST,1700000000.0
22648,Sunter,4,3,200,SHM - Sertifikat Hak Milik,NORTH,4000000000.0
3635,Kembangan,4,4,140,SHM - Sertifikat Hak Milik,WEST,3800000000.0
22319,Muara Karang,5,3,270,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
21742,Pulo Gebang,4,3,300,SHM - Sertifikat Hak Milik,EAST,3700000000.0
18272,Pulo Gadung,5,4,225,SHM - Sertifikat Hak Milik,EAST,2750000000.0
19093,Pantai Indah Kapuk,4,4,224,SHM - Sertifikat Hak Milik,NORTH,7087000000.0
18653,Kelapa Gading,3,3,150,SHM - Sertifikat Hak Milik,NORTH,3300000000.0
22522,Kelapa Gading,3,3,120,SHM - Sertifikat Hak Milik,NORTH,3000000000.0
8097,Muara Karang,5,4,300,SHM - Sertifikat Hak Milik,NORTH,4200000000.0
11408,Kembangan,2,2,62,PPJB - Perjanjian Pengikatan Jual Beli,WEST,1775000000.0
9392,Kelapa Gading,4,3,135,SHM - Sertifikat Hak Milik,NORTH,1200000000.0
5068,Kebagusan,3,3,200,SHM - Sertifikat Hak Milik,SOUTH,2700000000.0
1858,Kemayoran,2,1,100,SHM - Sertifikat Hak Milik,CENTRAL,2900000000.0
17632,Rawamangun,3,2,140,SHM - Sertifikat Hak Milik,EAST,2700000000.0
16722,Grogol Petamburan,2,1,125,Tanah Girik / Rincik / Kikitir,WEST,900000000.0
15160,Kelapa Gading,4,3,216,SHM - Sertifikat Hak Milik,NORTH,5700000000.0
17689,Jakarta Garden City/JGC,5,4,149,SHM - Sertifikat Hak Milik,EAST,3000000000.0
12233,Grogol Petamburan,4,4,135,SHM - Sertifikat Hak Milik,WEST,2450000000.0
11147,Citra Garden,3,2,120,SHM - Sertifikat Hak Milik,WEST,2975000000.0
19449,Sawah Besar,2,1,42,SHM - Sertifikat Hak Milik,CENTRAL,562000000.0
17880,Cakung,4,2,150,SHM - Sertifikat Hak Milik,EAST,1400000000.0
21961,Muara Karang,4,4,225,SHM - Sertifikat Hak Milik,NORTH,5400000000.0
17308,Cakung,4,3,175,SHM - Sertifikat Hak Milik,EAST,2850000000.0
18408,Jakarta Garden City/JGC,4,3,75,SHGB - Hak Guna Bangunan,EAST,1700000000.0
3470,Jelambar,2,3,180,SHM - Sertifikat Hak Milik,WEST,2050000000.0
19092,Pantai Indah Kapuk,4,4,278,SHM - Sertifikat Hak Milik,NORTH,7030000000.0
1742,Kemayoran,2,2,62,SHM - Sertifikat Hak Milik,CENTRAL,1588888888.0
12294,Cengkareng,3,2,60,SHM - Sertifikat Hak Milik,WEST,1500000000.0
16384,Citra Garden,3,3,130,SHM - Sertifikat Hak Milik,WEST,2700000000.0
1916,Kemayoran,3,3,118,SHM - Sertifikat Hak Milik,CENTRAL,2400000888.0
10141,Cempaka Putih,4,3,81,SHM - Sertifikat Hak Milik,CENTRAL,1587000000.0
5399,Pondok Pinang,3,3,110,SHM - Sertifikat Hak Milik,SOUTH,2575000000.0
14048,Kelapa Gading,4,1,200,SHM - Sertifikat Hak Milik,NORTH,5800000000.0
10964,Jl. Taman Palem Lestari,2,2,84,SHM - Sertifikat Hak Milik,WEST,1700000000.0
12531,Cakung,4,4,146,PPJB - Perjanjian Pengikatan Jual Beli,EAST,3850000000.0
7223,Cilangkap,3,2,60,SHM - Sertifikat Hak Milik,EAST,826800000.0
17841,Cipayung,2,1,40,AJB - Akta Jual Beli,EAST,600000000.0
4306,Bintaro,2,2,85,SHM - Sertifikat Hak Milik,SOUTH,1200000000.0
3498,Kembangan,5,4,230,SHM - Sertifikat Hak Milik,WEST,2850000000.0
14427,Pantai Indah Kapuk,2,2,90,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2000000000.0
15179,Kelapa Gading,5,4,264,SHM - Sertifikat Hak Milik,NORTH,6000000000.0
11606,Tomang,4,2,150,SHM - Sertifikat Hak Milik,WEST,4200000000.0
4848,Jagakarsa,4,4,190,SHM - Sertifikat Hak Milik,SOUTH,2800000000.0
5053,Pesanggrahan,5,4,146,SHM - Sertifikat Hak Milik,SOUTH,3200000000.0
15442,Senen,4,2,192,SHM - Sertifikat Hak Milik,CENTRAL,2850000000.0
9317,Kelapa Gading,3,3,200,SHM - Sertifikat Hak Milik,NORTH,6300000000.0
21321,Duren Sawit,3,3,300,SHM - Sertifikat Hak Milik,EAST,5000000000.0
15989,Permata Buana,4,3,260,SHM - Sertifikat Hak Milik,WEST,4800000000.0
3305,Meruya,5,4,257,SHM - Sertifikat Hak Milik,WEST,3500000000.0
10931,Tanjung Duren,4,4,100,SHM - Sertifikat Hak Milik,WEST,1900000000.0
3030,Kebon Jeruk,4,3,240,SHGB - Hak Guna Bangunan,WEST,2200000000.0
22651,Pantai Indah Kapuk,3,2,158,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3200000000.0
14440,Teluk Gong,3,3,270,SHM - Sertifikat Hak Milik,NORTH,2380000000.0
4940,Jagakarsa,4,4,180,SHM - Sertifikat Hak Milik,SOUTH,2200000000.0
2250,Cengkareng,4,4,290,SHM - Sertifikat Hak Milik,WEST,5250000000.0
3486,Tanjung Duren,3,2,120,SHM - Sertifikat Hak Milik,WEST,1500000000.0
14077,Kelapa Gading,4,3,114,SHM - Sertifikat Hak Milik,NORTH,2400000000.0
19864,Duri Kosambi,3,3,120,SHM - Sertifikat Hak Milik,WEST,2550000000.0
16716,Joglo,4,4,120,SHM - Sertifikat Hak Milik,WEST,2200000000.0
19977,Kembangan,5,3,184,SHM - Sertifikat Hak Milik,WEST,3500000000.0
21132,Cawang,3,2,120,SHM - Sertifikat Hak Milik,EAST,3900000000.0
4452,Jagakarsa,5,4,200,SHM - Sertifikat Hak Milik,SOUTH,2500000000.0
5999,Cibubur,3,2,300,SHM - Sertifikat Hak Milik,EAST,2500000000.0
22685,Kelapa Gading,2,1,50,SHM - Sertifikat Hak Milik,NORTH,1100000000.0
9277,Kelapa Gading,4,2,180,SHM - Sertifikat Hak Milik,NORTH,4750000000.0
16571,Cengkareng,5,3,90,SHM - Sertifikat Hak Milik,WEST,2100000000.0
8374,Pantai Indah Kapuk,3,3,120,SHM - Sertifikat Hak Milik,NORTH,4700000000.0
20901,Pulomas,4,4,195,SHGB - Hak Guna Bangunan,EAST,4900000000.0
7362,Rawamangun,4,2,80,SHM - Sertifikat Hak Milik,EAST,850000000.0
3173,Cengkareng,4,3,110,SHM - Sertifikat Hak Milik,WEST,2200000000.0
20639,Duri Kepa,5,3,130,SHM - Sertifikat Hak Milik,WEST,1600000000.0
1586,Kemayoran,2,1,76,SHM - Sertifikat Hak Milik,CENTRAL,1500000000.0
3451,Tanjung Duren,3,3,120,SHM - Sertifikat Hak Milik,WEST,2100000000.0
2998,Duri Kepa,3,2,170,SHM - Sertifikat Hak Milik,WEST,1900000000.0
1989,Meruya,3,3,170,SHM - Sertifikat Hak Milik,WEST,2300000000.0
14449,Kelapa Gading,5,4,240,SHM - Sertifikat Hak Milik,NORTH,4200000000.0
17051,Jelambar,3,2,172,SHM - Sertifikat Hak Milik,WEST,2900000000.0
18769,Pantai Indah Kapuk,3,3,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3400000000.0
15022,Pantai Indah Kapuk,3,3,150,SHGB - Hak Guna Bangunan,NORTH,3500000000.0
15817,Sawah Besar,4,4,225,SHM - Sertifikat Hak Milik,CENTRAL,3300000000.0
21073,Cililitan,2,2,113,SHM - Sertifikat Hak Milik,EAST,4000000000.0
15957,Citra Garden,2,2,86,Sertifikat Belum Pecah,WEST,1950000000.0
21996,Kelapa Gading,5,4,90,SHM - Sertifikat Hak Milik,NORTH,3100000000.0
11477,Duri Kosambi,2,1,80,SHM - Sertifikat Hak Milik,WEST,1580000000.0
7630,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST,1800000000.0
6366,Jakarta Garden City/JGC,4,3,225,SHM - Sertifikat Hak Milik,EAST,2700000000.0
61,Cempaka Putih,5,3,150,SHM - Sertifikat Hak Milik,CENTRAL,5000000000.0
19136,Sunter,2,2,98,SHM - Sertifikat Hak Milik,NORTH,1550000000.0
15496,Cempaka Putih,4,3,300,SHM - Sertifikat Hak Milik,CENTRAL,6900000000.0
538,Gunung Sahari,5,4,220,SHM - Sertifikat Hak Milik,CENTRAL,2650000000.0
2729,Jelambar,4,2,160,SHM - Sertifikat Hak Milik,WEST,2100000000.0
11626,Taman Surya,3,3,270,SHM - Sertifikat Hak Milik,WEST,2350000000.0
17958,Jakarta Garden City/JGC,3,2,75,PPJB - Perjanjian Pengikatan Jual Beli,EAST,1650000000.0
20952,Pulomas,2,2,60,SHM - Sertifikat Hak Milik,EAST,875000000.0
4607,Jagakarsa,4,4,220,SHM - Sertifikat Hak Milik,SOUTH,2620000000.0
5437,Jagakarsa,4,4,168,SHM - Sertifikat Hak Milik,SOUTH,3700000000.0
22564,Kelapa Gading,4,4,240,SHM - Sertifikat Hak Milik,NORTH,6000000000.0
5962,Jatinegara,2,2,58,SHM - Sertifikat Hak Milik,EAST,783000000.0
13571,Cibubur,2,1,55,SHM - Sertifikat Hak Milik,EAST,183000000.0
3044,Cengkareng,3,3,120,SHM - Sertifikat Hak Milik,WEST,3120000000.0
12133,Kali Deres,3,3,160,SHM - Sertifikat Hak Milik,WEST,2200000000.0
6764,Cipayung,3,2,70,SHM - Sertifikat Hak Milik,EAST,1290000000.0
1177,Johar Baru,4,4,200,SHM - Sertifikat Hak Milik,CENTRAL,3900000000.0
22089,Sunter,3,2,296,SHM - Sertifikat Hak Milik,NORTH,6000000000.0
1484,Cempaka Putih,4,4,280,SHM - Sertifikat Hak Milik,CENTRAL,6900000000.0
17479,Condet,4,3,84,SHM - Sertifikat Hak Milik,EAST,1850000000.0
17660,Condet,5,3,250,SHM - Sertifikat Hak Milik,EAST,2000000000.0
4072,Pondok Indah,3,2,63,SHM - Sertifikat Hak Milik,SOUTH,628000000.0
21357,Condet,4,3,150,SHM - Sertifikat Hak Milik,EAST,1780000000.0
11716,Jl. Taman Palem Lestari,4,4,225,SHM - Sertifikat Hak Milik,WEST,4200000000.0
4540,Jagakarsa,2,2,200,SHM - Sertifikat Hak Milik,SOUTH,2600000000.0
2925,Taman Ratu,3,3,150,SHM - Sertifikat Hak Milik,WEST,2600000000.0
21906,Penjaringan,3,3,136,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3000000000.0
12678,Jatinegara,3,3,170,SHM - Sertifikat Hak Milik,EAST,3500000000.0
3369,Rawa Belong,3,1,75,SHM - Sertifikat Hak Milik,WEST,700000000.0
3511,Citra Garden,5,4,144,SHM - Sertifikat Hak Milik,WEST,2900000000.0
2761,Green Garden,3,4,200,SHM - Sertifikat Hak Milik,WEST,2950000000.0
17088,Jl. Kembangan Raya,4,3,200,SHM - Sertifikat Hak Milik,WEST,4500000000.0
9450,Kelapa Gading,4,3,200,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
17755,Pondok Kelapa,5,3,180,SHM - Sertifikat Hak Milik,EAST,2050000000.0
13775,Halim,4,3,300,SHM - Sertifikat Hak Milik,EAST,2500000000.0
11241,Green Garden,5,3,270,SHM - Sertifikat Hak Milik,WEST,3200000000.0
20308,Citra Garden,3,3,120,SHM - Sertifikat Hak Milik,WEST,1800000000.0
7707,Cawang,3,1,80,SHM - Sertifikat Hak Milik,EAST,775000030.0
21738,Ciracas,5,4,250,SHM - Sertifikat Hak Milik,EAST,3500000000.0
16166,Puri Indah,4,3,140,SHM - Sertifikat Hak Milik,WEST,5800000000.0
18138,Kalisari,4,2,98,SHM - Sertifikat Hak Milik,EAST,1150000000.0
18486,Pantai Indah Kapuk,3,3,163,SHGB - Hak Guna Bangunan,NORTH,4300000000.0
6330,Pondok Kelapa,3,2,100,SHM - Sertifikat Hak Milik,EAST,699990000.0
19900,Cengkareng,3,2,102,SHGB - Hak Guna Bangunan,WEST,2100000000.0
3334,Joglo,4,3,250,SHM - Sertifikat Hak Milik,WEST,2600000000.0
